Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,1.8667984008789062,2.299184799194336,0.023101806640625,0.2611865997314453,1.823333740234375,3.999471664428711,1.2829513549804688,1.5236473083496094,12.558353424072266,22.682689666748047,24.68057632446289,28.97771453857422,32.88969039916992,29.668275833129883,28.82489776611328,31.87497329711914,35.55223083496094,39.831729888916016,36.3990592956543,34.43452453613281,29.39012908935547,26.734647750854492,28.681262969970703,26.309797286987305
2022-01-02,51.44659423828125,43.697601318359375,40.87055587768555,38.99416732788086,32.66324234008789,31.23358726501465,27.815662384033203,32.613487243652344,40.57106399536133,42.16157150268555,36.661949157714844,38.1243782043457,35.53702163696289,31.37474250793457,31.475627899169922,28.4886417388916,33.58123016357422,47.50932312011719,51.80420684814453,46.47605895996094,40.49325180053711,37.95753479003906,39.06866455078125,28.99588966369629
2022-01-03,21.332080841064453,17.091989517211914,15.245903015136719,15.0179443359375,18.146652221679688,25.980026245117188,40.5416259765625,48.657798767089844,52.27247619628906,49.101314544677734,44.57142639160156,44.01045608520508,42.36134719848633,42.25724792480469,42.111572265625,46.96490478515625,48.802791595458984,54.07818603515625,58.869361877441406,59.372859954833984,51.367652893066406,47.7744026184082,45.787384033203125,40.869083404541016
2022-01-04,91.75630187988281,91.79297637939453,91.54904174804688,90.59815216064453,96.0823974609375,105.32550811767578,139.14907836914062,168.92137145996094,181.84368896484375,180.42291259765625,175.84640502929688,162.35098266601562,159.0701904296875,153.11279296875,153.9149169921875,151.78350830078125,162.26068115234375,169.74110412597656,166.46759033203125,155.94651794433594,128.83978271484375,110.47373962402344,109.84555053710938,91.2359390258789
2022-01-05,69.96745300292969,57.28245544433594,51.62722396850586,46.37750244140625,46.89597702026367,57.91767120361328,70.84017181396484,102.5556411743164,108.521728515625,96.72850799560547,86.67945861816406,84.04753112792969,80.07083129882812,77.12278747558594,73.24402618408203,81.0694580078125,94.8202133178711,121.01626586914062,132.48651123046875,128.1299591064453,111.529052734375,96.9319839477539,99.31648254394531,79.30096435546875
2022-01-06,99.17326354980469,102.57049560546875,103.11656188964844,102.02088165283203,108.32362365722656,120.18405151367188,153.60427856445312,188.6678009033203,203.8334503173828,203.28359985351562,197.6198272705078,194.73207092285156,190.9168701171875,184.90655517578125,183.61953735351562,190.73683166503906,202.33126831054688,234.17547607421875,224.34744262695312,210.3349609375,190.7803192138672,167.00445556640625,163.32952880859375,136.77015686035156
2022-01-07,131.98614501953125,125.45025634765625,115.91026306152344,106.20785522460938,103.80215454101562,107.69171142578125,112.75114440917969,151.1797332763672,169.14588928222656,167.1816864013672,167.2886505126953,168.83297729492188,162.026611328125,161.56356811523438,161.0660400390625,187.76661682128906,198.77200317382812,243.560302734375,246.6804962158203,230.86160278320312,211.28326416015625,190.86695861816406,193.3655242919922,160.9378204345703
2022-01-08,205.84768676757812,194.3280029296875,192.91940307617188,188.43450927734375,182.85760498046875,194.55609130859375,220.92445373535156,253.44717407226562,269.5357666015625,266.5435791015625,251.1739044189453,242.71444702148438,225.01116943359375,205.43826293945312,203.75535583496094,198.44744873046875,210.86422729492188,238.058349609375,244.44229125976562,212.73519897460938,177.1235809326172,141.3801727294922,133.3123779296875,96.00936889648438
2022-01-09,61.2259521484375,66.2646713256836,72.61871337890625,63.362037658691406,74.02482604980469,67.94253540039062,67.33768463134766,91.80706787109375,122.31599426269531,137.3122100830078,142.80702209472656,167.8734130859375,165.71583557128906,162.54339599609375,175.36749267578125,189.58139038085938,214.34266662597656,248.46975708007812,251.54800415039062,250.9986114501953,246.1317596435547,228.7108154296875,220.2670135498047,179.157470703125
2022-01-10,211.73837280273438,208.15505981445312,197.010009765625,186.16073608398438,191.7172088623047,223.34091186523438,307.2086486816406,373.2496643066406,389.0627746582031,395.8905029296875,368.41229248046875,375.2894592285156,359.9570007324219,348.6172790527344,365.8529357910156,372.15728759765625,378.7010803222656,403.7850341796875,396.55841064453125,380.2501525878906,334.14178466796875,293.79217529296875,271.552001953125,222.48348999023438
2022-01-11,157.8620147705078,158.95993041992188,151.42803955078125,143.46731567382812,153.23353576660156,165.52127075195312,199.45603942871094,241.06341552734375,251.6311492919922,244.25225830078125,235.8806610107422,232.7130889892578,226.0767822265625,238.0491485595703,237.84103393554688,242.78854370117188,228.1898956298828,271.9244384765625,250.9485321044922,245.64219665527344,221.5579376220703,194.82594299316406,182.84230041503906,159.72711181640625
2022-01-12,187.41720581054688,184.3968505859375,169.0216522216797,161.4486083984375,169.41053771972656,186.89694213867188,229.0576934814453,269.4310607910156,282.5116271972656,275.6718444824219,266.6413879394531,262.473388671875,251.76966857910156,242.23672485351562,248.14059448242188,250.31410217285156,255.74400329589844,265.8031005859375,255.40823364257812,222.2595977783203,200.1049041748047,172.13600158691406,161.5249481201172,137.22354125976562
2022-01-13,151.38629150390625,145.04556274414062,138.9284210205078,132.12835693359375,138.90841674804688,148.2959442138672,180.86474609375,219.85287475585938,230.54168701171875,224.3478546142578,212.49429321289062,213.0193634033203,205.34510803222656,183.67337036132812,190.94546508789062,206.46054077148438,214.54840087890625,238.8294677734375,231.03030395507812,200.5631103515625,180.46487426757812,149.16433715820312,136.6420135498047,118.15524291992188
