Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,134.12458735384968,114.33970718830133,107.52484906616303,97.08794086790083,96.48089653431133,91.94631763560164,95.83272298336908,102.45261861407354,131.02464500526332,134.27185118509078,147.8169480476436,140.20169743329095,131.44407838335826,137.51668076818657,128.809325371681,124.9052582216612,125.31358662515933,134.66599387643643,153.985611939057,167.29886197318822,174.4629955440857,173.40267674980583,176.19453122857288,152.6747191123462
2022-01-02,171.5332208206728,159.38463558618358,138.03061574244518,146.9587688401803,129.6690282333567,126.20153044640388,136.64541551037743,153.23405027937793,149.55566671492934,151.03357155378046,143.97593691768083,145.55898942329964,138.8631644164724,137.32337084289043,141.1867776251936,148.91776606908448,150.56790252556624,164.398297732546,193.00385973859974,223.72741498161662,245.46876573836326,215.09813766869394,201.56119539632647,189.64648349899403
2022-01-03,174.39019780370307,155.24969685018385,145.33711752849155,140.4248109487277,132.57888470293503,137.87252183490176,136.34564781353916,155.11816120692657,173.50696486573378,180.79506879155278,181.15939311909403,167.50006823143335,149.89083091797684,147.23887657871327,148.76612451463598,150.94394798649904,150.76782308225714,173.51693315309484,190.69233042200597,203.62473162086937,205.52990442367084,203.02325071734958,178.37496394029162,158.2722881864903
2022-01-04,105.43903629478689,98.96180848244114,88.4130343018304,73.87748328390468,69.12778486599134,66.82682211833188,71.48526728743488,83.57344304666958,92.822716216821,105.00555948525297,109.64201091316099,111.65050587966815,100.88306322188225,102.8441245275389,103.7508943732249,99.55605512588392,91.43184759494369,108.84279326378949,130.38154077856328,138.77557990848322,142.22724494786252,138.90511398653044,134.47280490729722,117.55185503585355
2022-01-05,126.05717177304578,127.05186344509087,119.67295854640672,113.34321935336482,116.60232189424237,121.12854768537983,134.3331142256551,143.01798373847174,147.92434886526755,152.7144736685601,157.77850885810747,145.56866624311562,139.28282608333015,141.32650817775527,145.43800530600748,132.8585078206155,137.1594212729904,153.35997206235703,177.41080642409412,187.94258968333568,188.43758196179238,176.73066233159483,171.02051741878614,161.5667799848154
2022-01-06,185.90737276919364,197.12039262032624,190.68461019926048,182.72295282106944,170.94158940101352,158.38206265420507,156.0482072404342,170.1431912138801,178.55498972043813,180.6437769448504,176.8339585303118,183.12759140344878,174.40868391365774,174.86367943173772,172.33882310900213,167.91367949224826,157.9826004930734,171.58248632433623,178.8315786435386,182.51139133572363,190.48007634407986,197.71965066257485,202.02052443353807,194.36728941124503
2022-01-07,202.47091035581695,204.97970831796755,187.15994848403665,178.3380837906986,178.5919579365306,159.69323183237168,174.20149733906086,168.80698951145405,194.5037682260874,207.5824647264452,207.17162251309145,181.50214121476614,173.6228496208983,173.571479574986,175.20480552741884,176.62542488656942,176.12020913056898,194.56249992933567,229.94728670657167,254.8867499959477,242.48712882226334,223.5513479402041,208.6984778090581,198.7764401856237
2022-01-08,219.3847356836181,211.49202635218242,187.86419873420382,169.0136750289749,153.58368373908036,144.5831929957134,148.19176522530455,158.11039313896543,164.5613211485127,176.2898478328621,183.75562691249996,176.79582360077677,157.97296759885936,155.1971682321194,148.5145624546398,146.6385075614399,133.71524284907179,148.15488094776157,171.28347190850934,194.9608857261868,199.1213717095038,210.79457265950413,208.48606089138906,190.65190487782255
2022-01-09,168.8016618886016,158.8330131908034,135.38123551806544,119.76243690594322,105.8385145851077,99.81504544063816,104.4225700230591,107.64065275889274,124.2902692452482,138.16968395997839,147.9275237128926,141.4237924125194,128.02906777121697,127.20403825028839,132.84615553219834,129.57360993034638,115.19037689748885,127.22572244853617,158.49197467993426,178.35883920678205,189.27287214068355,201.4338711220069,204.71466449838817,194.5908898022417
2022-01-10,188.64475954822,169.88361704237357,152.6971640276447,139.18571190383352,132.65677496729882,130.88784040635596,134.6508032043526,147.7225124578735,176.7457025306785,194.23558663188453,207.00382617142213,192.85200150487742,178.84727132860712,168.09373641583016,163.02796936246,155.4614601540144,161.46340713030938,187.9649856757518,218.48938127758373,216.4725702513706,229.81739019551986,237.06489530584764,221.87951996908825,204.45089295717145
