Date,Price,Exogenous 1,Exogenous 2,Price_no_outliers
2019-01-09 00:00:00,-0.6224311839690244,0.2615169165253059,1.1030678008406585,-0.6224311839690244
2019-01-09 01:00:00,-1.3151012311396635,-0.21346266373363731,1.0768311711983156,-1.3151012311396635
2019-01-09 02:00:00,-1.5464763099214531,-0.6092148808076879,1.0324584150622087,-1.5464763099214531
2019-01-09 03:00:00,-1.997584954087206,-0.8684345059854433,1.0171124618751777,-1.997584954087206
2019-01-09 04:00:00,-1.9684811705926408,-0.9820834662822187,0.975574881841074,-1.9684811705926408
2019-01-09 05:00:00,-1.997584954087206,-0.9888139461644304,0.9673393703066845,-1.997584954087206
2019-01-09 06:00:00,-1.9117287927782396,-0.8572811393234923,1.0280481411257603,-1.9117287927782396
2019-01-09 07:00:00,-1.4329715542926509,-0.3557642383861142,0.9737297672350085,-1.4329715542926509
2019-01-09 08:00:00,0.1371775652391125,0.5497737549091747,0.9862405443200363,0.1371775652391125
2019-01-09 09:00:00,0.5868310202301373,1.1610936276392072,1.0298482529365558,0.5868310202301373
2019-01-09 10:00:00,0.6057484795016057,1.4316589189041193,1.3114307429402272,0.6057484795016057
2019-01-09 11:00:00,0.5926517769290511,1.6047284015895642,1.7696042015829287,0.5926517769290511
2019-01-09 12:00:00,0.563547993434486,1.569345307351651,2.2050062458190682,0.563547993434486
2019-01-09 13:00:00,0.2681445909646544,1.4485812683222519,2.594415433289385,0.2681445909646544
2019-01-09 14:00:00,0.16337097038422171,1.325701935615586,2.8844584488037954,0.16337097038422171
2019-01-09 15:00:00,-0.24262680936495545,1.1497479615520503,3.109742441924841,-0.24262680936495545
2019-01-09 16:00:00,-0.6529901566383175,1.0314838150503296,3.2479460261986586,-0.6529901566383175
2019-01-09 17:00:00,-0.23826124184077058,0.9618714231257396,3.1254934202693008,-0.23826124184077058
2019-01-09 18:00:00,0.5708239393081268,0.9864857495521139,2.679470716349468,0.5708239393081268
2019-01-09 19:00:00,0.786191937167906,1.33377851147424,2.430830272483352,0.786191937167906
2019-01-09 20:00:00,0.8560410175548618,1.5631917257450576,2.4068887853997736,0.8560410175548618
2019-01-09 21:00:00,0.5024300480959,1.6351117107721203,2.4257449566178555,0.5024300480959
2019-01-09 22:00:00,0.20557145645134142,1.4899256447415525,2.472592866493806,0.20557145645134142
2019-01-09 23:00:00,-0.10001827024158896,0.9278344248642687,2.380067119418922,-0.10001827024158896
2019-01-10 00:00:00,-1.2570061336736096,0.21961494012249344,1.9077505013855558,-1.2570061336736096
2019-01-10 01:00:00,-0.6777675228616754,-0.26266523994987795,1.698205898529079,-0.6777675228616754
2019-01-10 02:00:00,-1.882286787909057,-0.7077570815507827,1.6300366176365038,-1.882286787909057
2019-01-10 03:00:00,-1.7768356561971406,-0.9515256667145326,1.601353998603306,-1.7768356561971406
2019-01-10 04:00:00,-2.133290185927563,-1.063869495500063,1.5775158969939453,-2.133290185927563
2019-01-10 05:00:00,-2.177847002143865,-1.0570548785026737,1.517959091521526,-2.177847002143865
2019-01-10 06:00:00,-1.984767465206554,-0.9295241889801048,1.4688602919164402,-1.984767465206554
2019-01-10 07:00:00,-0.8054970626817429,-0.4234902010882626,1.3991530689845513,-0.8054970626817429
2019-01-10 08:00:00,0.4480347002035725,0.4639676353145912,1.3072994806865472,0.4480347002035725
2019-01-10 09:00:00,0.599527875339001,1.124011967347429,1.2628145071994021,0.599527875339001
2019-01-10 10:00:00,0.7183460519158076,1.453839430021065,1.4300272554237718,0.7183460519158076
2019-01-10 11:00:00,0.6782449173211358,1.6142749844738846,1.8699555757694237,0.6782449173211358
2019-01-10 12:00:00,0.5772494672308488,1.5897423632832837,2.376399889315389,0.5772494672308488
2019-01-10 13:00:00,0.44357901858194204,1.5054358158584402,2.745505978750651,0.44357901858194204
2019-01-10 14:00:00,0.42278583768100075,1.4244392252609004,2.8219801466555188,0.42278583768100075
2019-01-10 15:00:00,0.1509892587615548,1.228178255736092,2.7272813655847847,0.1509892587615548
2019-01-10 16:00:00,0.052964263085688405,1.116223833636127,2.6077832691301186,0.052964263085688405
2019-01-10 17:00:00,0.21336880146437665,1.0667691845693597,2.359597872535888,0.21336880146437665
2019-01-10 18:00:00,0.599527875339001,1.098505829442915,1.7624534272214045,0.599527875339001
2019-01-10 19:00:00,0.8668687726368164,1.441767822768547,1.3456326860164387,0.8668687726368164
2019-01-10 20:00:00,0.9693494499343122,1.6785270875921254,1.2739645869844256,0.9693494499343122
2019-01-10 21:00:00,0.9782608131775731,1.7710111754138358,1.2763868456963443,0.9782608131775731
2019-01-10 22:00:00,0.6782449173211358,1.591689396711109,1.2855376008302597,0.6782449173211358
2019-01-10 23:00:00,0.3500097045277051,1.0508035104611908,1.2470506012964377,0.3500097045277051
2019-01-11 00:00:00,0.017728690336748176,0.3523914536339121,0.7244470740830282,0.017728690336748176
2019-01-11 01:00:00,-0.3037047526796064,-0.2335072656418361,0.6573321943591092,-0.3037047526796064
2019-01-11 02:00:00,-1.0748501228518705,-0.6717929008513498,0.6038554468645074,-1.0748501228518705
2019-01-11 03:00:00,-1.4818025552945944,-0.9178779523088128,0.5542653935421288,-1.4818025552945944
2019-01-11 04:00:00,-1.7545786422580147,-1.0180575260709874,0.5165436384956451,-1.7545786422580147
2019-01-11 05:00:00,-1.9049741064216308,-1.0239392813486907,0.4829861986336852,-1.9049741064216308
2019-01-11 06:00:00,-1.6661107221617701,-0.8985250801047563,0.47618448383229517,-1.6661107221617701
